Name,Category,Address,Latitude,Longitude,County,ZIP Code,City,Rating,Review_count
Brothers Printing,Print shop,224 S Church Ave,35.4349202,-88.6429334,Chester County,38340,Henderson,No reviews,
HAYS CASHSAVER,Supermarket,410 E Main St,35.4407794,-88.632752,Chester County,38340,Henderson,4.3,414
Gordon Food Service Store,Grocery store,2809 Wilma Rudolph Blvd,36.5879472,-87.2921911,Montgomery County,,Clarksville,4.5,279
Mitch Autry Service Center,Auto repair shop,330 W Main St #2216,35.4366423,-88.6456379,Chester County,38340,Henderson,4.6,74
Jason's Pawn & Jewelry,Pawn shop,240 N Church Ave,35.4402986,-88.6470073,Chester County,38340,Henderson,4.6,23
Legacy Signs,Sign shop,4028 US-45,35.4896278,-88.719841,Madison County,38366,,5,10
Flathead's Upholstery Auto and Marine,Upholstery shop,"269 B, S Church Ave",35.4343908,-88.6412265,Chester County,38340,Henderson,4.2,5
Henderson Farmer's Market,Farmers' market,455 N Church Ave,35.448458,-88.6581385,Chester County,38340,Henderson,4.7,11
Bull Market #25,Convenience store,245 W Main St #2225,35.4370531,-88.6440103,Chester County,38340,Henderson,4.4,13
Tractor Supply Co.,Animal feed store,635 US-45,35.44327,-88.66199,Chester County,38340,Henderson,4.5,106
FedEx OnSite,Mailing service,4520 US-45,35.3731362,-88.6428276,Chester County,38340,Henderson,No reviews,
Galler Foods,Food products supplier,4280 Concorde Rd,35.0310538,-89.911729,Shelby County,38118,Memphis,4.9,10
United States Postal Service,Logistics service,4099 US-45,35.487392,-88.7154162,Madison County,38366,,3.4,5
Mamaw's Corner Crafts,Gift shop,,35.5387714,-88.6344099,Madison County,38313,,No reviews,
Eights and Aces Tattoo,Tattoo shop,219 Appel St,35.4366883,-88.642638,Chester County,38340,Henderson,5,26
Robinson Manufacturing Distribution Center,Distribution service,1140 Broadway St,35.511527,-85.0070937,Rhea County,37321,Dayton,4.3,29
"HazelsCoffeeGrind, Jackson TN",Health food store,,35.6477726,-88.83088,Madison County,38301,Jackson,No reviews,
W & W Culverts,Pipe supplier,120 Weeks Ln,35.390165,-88.6388123,Chester County,38340,,No reviews,
Hub City Rides,Taxi service,,35.5450795,-89.1130726,Haywood County,38012,,3,2
Mike Lecornu Heating and Air Conditioning,HVAC contractor,1915 Sanford Rd,35.4445982,-88.6784062,Chester County,38340,Henderson,4.8,22
Knipper's Laurel Hill Grocery,Grocery store,7635 TN-225,35.3144547,-88.7087858,Chester County,38340,,5,8
Food Lion,Supermarket,2304 Madison St,36.5067924,-87.2708227,Montgomery County,37043,Clarksville,4.5,902
Henderson-Chester County Chamber,Chamber of Commerce,111 E Main St,35.4394163,-88.6412096,Chester County,38340,Henderson,3,4
A & W Heating And Air Conditioning,HVAC contractor,,35.7350865,-88.779031,Madison County,,,5,12
Synergy ReCommerce,E-commerce service,3850 Air Park St,35.0431041,-89.9304281,Shelby County,38118,Memphis,3.4,7
Magical Moments Custom Desserts,Bakery,,35.3245895,-88.565259,McNairy County,38315,,5,4
Tennessee tools Jackson LLC,Tool store,,35.6986695,-89.052707,Crockett County,38006,,No reviews,
Simmons Lumber Co Inc,Lumber store,668 W Main St,35.4324171,-88.6528303,Chester County,38340,Henderson,4.7,58
"EZ Self Storage of Henderson, TN",Self-storage facility,2705 US-45,35.4614489,-88.6785467,Chester County,38340,Henderson,4.4,16
West Tennessee Forestry,Lumber store,320 Record Dr,35.4708775,-88.6879055,Chester County,38340,Henderson,5,1
Back In Time Antiques and Boutiques,Antique store,225 W Main St,35.4375419,-88.6433105,Chester County,38340,Henderson,4.8,56
Skinner's Food Market,Grocery store,3210 Montezuma Rd,35.3942746,-88.6930363,Chester County,38340,,4.5,2
urbanHouse,Coffee shop,113 S Washington Ave,35.4387335,-88.6410468,Chester County,38340,Henderson,4.9,340
White Magnolia Company,Boutique,,35.4429894,-88.6520014,Chester County,38340,Henderson,No reviews,
"DeRoyal Industries, Inc.",Warehouse,1135 TN-33,36.421112,-83.6391601,Claiborne County,37825,New Tazewell,4.5,15
Ingles Market,Supermarket,406 S Broad St,36.440284,-83.607672,Claiborne County,37825,New Tazewell,4.3,664
Ians Market 24,Convenience store,1109 Old Hwy 33,36.425763,-83.6281415,Claiborne County,37825,New Tazewell,5,2
Cedar Grove Market,Convenience store,5580 TN-33 S,36.3594635,-83.7293652,Claiborne County,37825,,4.2,40
Noah's Wholesale,Wholesaler,1751 Highway 25E,36.441334,-83.6015429,Claiborne County,37825,New Tazewell,5,7
The Sports Center,Sporting goods store,1719 Main St,36.4533833,-83.5693051,Claiborne County,37879,Tazewell,4.7,25
Oakwood Surplus Barn,Furniture store,623 Straight Creek Rd,36.4369353,-83.5820979,Claiborne County,37825,New Tazewell,4.7,42
Whitt's Place at Century Farm Meat,Butcher shop,2972 Old Hwy 25E,36.4841264,-83.5865987,Claiborne County,37879,Tazewell,4.9,58
Pickers Paradise,Antique store,1316 N Broad St,36.4477873,-83.5788355,Claiborne County,37879,Tazewell,4.6,186
Hometown Produce,Market,1012 TN-33,36.4425827,-83.5996306,Claiborne County,37825,New Tazewell,5,4
Walmart,Grocery store,432 S Broad St,36.4393284,-83.6091495,Claiborne County,37825,New Tazewell,4,"1,757"
Cumberland Gap Town Center,Shopping mall,Brooklyn St,36.5987053,-83.6684601,Claiborne County,37724,Cumberland Gap,5,1
IndFas Supply TN,Hardware store,2490 US-25E,36.4726735,-83.5770217,Claiborne County,37879,Tazewell,4.8,31
Fashion Is In,Clothing store,114 Main St,36.4422857,-83.5987319,Claiborne County,37825,New Tazewell,5,2
Legacy Down South,Home goods store,713 N Broad St,36.4462191,-83.5913732,Claiborne County,37825,New Tazewell,4.6,92
Down Home Processing Inc.,Meat processor,375 Baldwin Rd,36.4844725,-83.6072245,Claiborne County,37879,,4.5,35
Lee's Food Mart,Convenience store,3259 US-25E,36.4914252,-83.5915633,Claiborne County,37879,Tazewell,4.3,16
Sign Center,Sign shop,575 Oak Ave Suite 2,36.4415464,-83.6007818,Claiborne County,37825,New Tazewell,4.6,28
Catdaddy's Market,Convenience store,1446 N Broad St,36.4482795,-83.5747281,Claiborne County,37879,Tazewell,3.7,29
Goodwill Industries-Knoxville Inc.,Thrift store,511 Cross St,36.4447819,-83.5921435,Claiborne County,37825,New Tazewell,3.8,33
"SumiRiko Tennessee, Inc",Manufacturer,150 Hester Ln,36.4820779,-83.5398907,Claiborne County,37879,Tazewell,4.3,32
Lee's Food Mart,Convenience store,429 S Broad St,36.4376889,-83.6077608,Claiborne County,37825,New Tazewell,4.4,11
The Boot Barn,Boot store,4080 TN-33,36.3923354,-83.7018269,Claiborne County,37825,,4.4,69
Tractor Supply Co.,Animal feed store,400 S Broad St,36.440339,-83.6058689,Claiborne County,37825,New Tazewell,4.5,96
New Tazewell Discount Furniture,Furniture store,135 Main St,36.4422234,-83.5979625,Claiborne County,37825,New Tazewell,4.6,8
Old Town Square,Shopping mall,,36.4485576,-83.5752156,Claiborne County,37879,Tazewell,No reviews,
SuperPowerPlay,Game store,3213 US-25E,36.4901424,-83.590962,Claiborne County,37879,Tazewell,4.2,26
Sharp's Package Store,Beer store,1451 N Broad St,36.4476072,-83.5739806,Claiborne County,37879,Tazewell,4.6,300
UPS Drop Box,Shipping service,,36.4486775,-83.5722309,Claiborne County,37879,Tazewell,3.7,6
Clayton Giles,Home builder,405 S Broad St,36.4374714,-83.6028828,Claiborne County,37825,New Tazewell,3.9,97
Dollar General,Grocery store,3275 US-25E,36.4923154,-83.5921528,Claiborne County,37879,Tazewell,4.5,153
Finders Keepers,Thrift store,143 Cherry St,36.4426584,-83.5982992,Claiborne County,37825,New Tazewell,4,2
Big Daddy's Fireworks,Fireworks store,575 Oak Ave Suite 2,36.4415842,-83.600735,Claiborne County,37825,New Tazewell,4.4,15
Steele Storage,Self-storage facility,600 Old U.S. 25E,36.4372116,-83.5656261,Claiborne County,37879,Tazewell,4.3,6
Beckie's Sewing Center,Fabric store,2030 Old Hwy 25E,36.4640332,-83.5708036,Claiborne County,37879,Tazewell,4.9,202
Old Town Ace,Hardware store,1448 N Broad St,36.4488846,-83.5738837,Claiborne County,37879,Tazewell,4.6,175
Ten 3 Market,Convenience store,4159 TN-63,36.514026,-83.774179,Claiborne County,37870,,4.3,15
KID and POP SHOP,Antique store,920 N Broad St,36.4469935,-83.5868359,Claiborne County,37825,New Tazewell,5,6
"Farmers Home Furniture | New Tazewell, TN",Furniture store,917 Main St,36.445617,-83.5860339,Claiborne County,37825,New Tazewell,4.7,74
Homesteader LLC,Manufacturer,511 Old Hwy 33,36.4311379,-83.6084579,Claiborne County,37825,New Tazewell,4.1,203
Jerry's Hardware,Hardware store,137 Main St,36.4422872,-83.5978112,Claiborne County,37825,New Tazewell,4.8,72
Harrogate Plant and Produce,Farmers' market,902 Patterson Rd,36.5727015,-83.6518622,Claiborne County,37752,Harrogate,4.9,25
KnK Sales,Trailer dealer,,36.4628165,-83.5609455,Claiborne County,37879,Tazewell,4.7,48
Lone Mountain Live Sales,Consignment shop,2069 Lone Mountain Rd,36.3915876,-83.5760609,Claiborne County,37879,Lone Mountain,5,2
UScellular,Cell phone store,"432 S. Broad St, Cumberland Gallery St",36.4395277,-83.608654,Claiborne County,37825,New Tazewell,4.7,50
Mary's Home Furnishings,Furniture store,623 Straight Creek Rd,36.4370055,-83.5823223,Claiborne County,37825,New Tazewell,4.6,67
Bushline Furniture,Corporate office,512 Parkview Cir,36.4380655,-83.5861191,Claiborne County,37825,New Tazewell,3.9,14
American Rental Home Furnishings,Home goods store,865 TN-33,36.4298515,-83.6209259,Claiborne County,37824,New Tazewell,4.8,258
City Smoke Shop,Tobacco shop,1524 N Broad St,36.4490232,-83.5726866,Claiborne County,37879,Tazewell,4.4,161
bp,Supermarket,1959 US-25E,36.42448,-83.524781,Claiborne County,,,4.1,27
United States Postal Service,Logistics service,1710 Main St,36.4529383,-83.5699806,Claiborne County,37879,Tazewell,4.1,10
Rigsby's Hunting & Fishing,Grocery store,4235 US-25E,36.514518,-83.610805,Claiborne County,37879,,4.5,219
Emaline's Medical Equipment,Medical supply store,2321 TN-32,36.4182122,-83.511458,Claiborne County,37879,,4.8,6
Duncan Lumber Inc,Lumber store,409 1st Ave,36.4410231,-83.5991629,Claiborne County,37825,New Tazewell,4.6,130
Servolution Thrift Shop,Thrift store,181 Powell Valley School Lane,36.5032544,-83.7893189,Claiborne County,,,4.5,2
Poppas Vapor Supply,Vaporizer store,422 S Broad St,36.4397248,-83.608297,Claiborne County,37825,New Tazewell,4.5,96
United States Postal Service,Logistics service,855 Main St,36.4454829,-83.5875851,Claiborne County,37825,New Tazewell,3.1,33
Water Wheel Sales,Trailer dealer,4084 TN-33,36.3922929,-83.7017552,Claiborne County,37825,,4.4,64
Creative Sisters,Home goods store,1716 Main St,36.45344,-83.5697366,Claiborne County,37879,Tazewell,5,2
Whistle Stop Antiques,Antique store,405 Colwyn St,36.5987969,-83.6662096,Claiborne County,37724,Cumberland Gap,4.7,33
Mike's Gun Shop,Gun shop,1812 N Broad St,36.4547235,-83.5678307,Claiborne County,37879,Tazewell,4.7,65
Liberty Arms,Gun shop,1506 N Broad St,36.448412,-83.572685,Claiborne County,37879,Tazewell,4.7,38
Lee Food Mart,Convenience store,,36.5291489,-83.734063,Claiborne County,37724,,4.2,6
Valvoline Instant Oil Change,Oil change service,1755 N Broad St,36.453318,-83.5689506,Claiborne County,37879,Tazewell,4.7,106
Gertie's Commissary,Gift shop,613 Colwyn St,36.5995103,-83.6686795,Claiborne County,37724,Cumberland Gap,4.6,8
University Storage,Self-storage facility,679 Londonderry Rd,36.5487899,-83.661564,Claiborne County,37752,Harrogate,3.2,11
"A+ Harrogate Storage, Inc.",Self-storage facility,143 Kata Ln,36.545695,-83.6707262,Claiborne County,37724,,3.1,7
Cunningham Slaughterhouse,Slaughterhouse,860 Cedar Fork Rd,36.4721934,-83.5506458,Claiborne County,37879,Tazewell,5,13
Enix Jewelry,Jeweler,202 Main St,36.442701,-83.597849,Claiborne County,37825,New Tazewell,4.8,50
Dollar Tree,Dollar store,909 Main St,36.4448156,-83.5861794,Claiborne County,37825,New Tazewell,4.2,215
Crafting Traditions,Gift shop,,36.3237754,-83.7528985,Union County,37507,,5,3
Dogwood Heights Self Storage,Self-storage facility,3180 US-25E,36.4896,-83.5896682,Claiborne County,37879,Tazewell,4,8
Austin Computer,Computer repair service,"Near caylor heating, 3222 US-25E Suite 1",36.4907792,-83.5902037,Claiborne County,37879,Tazewell,4.8,40
Hangar 37 Coffee,Coffee shop,925 Main St,36.4460531,-83.5864456,Claiborne County,37825,New Tazewell,5,18
Surber Shirts and Signs,Sign shop,1012 N Broad St # 3,36.447122,-83.5836725,Claiborne County,37825,New Tazewell,5,1
Twin City Graphics,Screen printing shop,1012 N Broad St Ste 3,36.4473507,-83.5839748,Claiborne County,37825,New Tazewell,5,1
Hemp & Vape,Vaporizer store,300 N Broad St,36.4440861,-83.5976191,Claiborne County,37825,New Tazewell,4.3,26
Judy's Flowers & Gifts Inc.,Florist,714 N Broad St,36.446816,-83.5913699,Claiborne County,37825,New Tazewell,4.7,54
Danny England Motors,Car dealer,421 N S Broad St,36.444501,-83.5954506,Claiborne County,37825,New Tazewell,4.8,149
AT&T Store,Cell phone store,1550 N Broad St,36.4491023,-83.5717066,Claiborne County,37879,Tazewell,4.6,121
The Bookshelf by Niki,Book store,1725 Main St Level B,36.4537453,-83.569154,Claiborne County,37879,Tazewell,5,5
Precision Apparel Decorators Inc.,Screen printing shop,261 Wylie Rd,36.5414217,-83.6696305,Claiborne County,37724,,5,22
Christy's Florist,Florist,1442 N Broad St #4362,36.4484128,-83.5758023,Claiborne County,37879,Tazewell,4.8,26
Eden Floral Design,Florist,140 Main St,36.4426289,-83.5980665,Claiborne County,37825,New Tazewell,5,20
Metro Shopping Plaza,Shopping mall,394 E E.H.Crump Blvd,35.1252869,-90.0475015,Shelby County,38126,Memphis,3.5,142
Tennessee Bonding Company - New Tazewell and Claiborne County,Bail bonds service,415 Straight Creek Rd # 2,36.4404765,-83.576932,Claiborne County,37879,Tazewell,4.9,54
Porter's Tire Store,Tire shop,1731 N Broad St,36.4526072,-83.5693375,Claiborne County,37879,Tazewell,4.7,458
Fire House Wholesale,Thrift store,,36.450305,-82.855305,Hawkins County,,,3.7,3
Old Town Grill,Grill,1440 N Broad St,36.448135,-83.5757509,Claiborne County,37879,Tazewell,3.8,"1,122"
Volunteer Golf Carts,Golf cart dealer,401 N Broad St,36.4441563,-83.5966165,Claiborne County,37825,New Tazewell,5,6
England's Factory Outlet,Home goods store,,36.4750423,-83.579071,Claiborne County,37879,Tazewell,4.4,36
T-Mobile,Cell phone store,440 S Broad St,36.4380111,-83.6084003,Claiborne County,37825,New Tazewell,3.5,38
Value Rx,Pharmacy,1582 N Broad St,36.4501031,-83.5709336,Claiborne County,37879,Tazewell,4.6,21
Dollar General,Grocery store,6361 Cumberland Gap Pkwy,36.5630442,-83.6513425,Claiborne County,37724,Harrogate,3.8,89
Haynes Seasonal Comfort,HVAC contractor,491 Stansberry Rd,36.4060229,-83.6459195,Claiborne County,37825,,4.9,34
Stanifer Drugs,Pharmacy,420 N Broad St,36.4451828,-83.5962364,Claiborne County,37825,New Tazewell,4.1,19
Dollar General,Grocery store,8048 TN-131,36.2942761,-83.5920748,Grainger County,,Washburn,4.3,81
Vede's Tools,Tool store,155 Fultz Ln,36.5002009,-83.548924,Claiborne County,37879,,No reviews,
Dollar General,Grocery store,7006 Cumberland Gap Pkwy,36.5816839,-83.6559968,Claiborne County,37752,Harrogate,4.1,348
United Grocery Outlet,Supermarket,507 Cross St,36.4448804,-83.5916099,Claiborne County,37825,New Tazewell,4.3,407
Frankie's Auto Sales,Used car dealer,1110 N Broad St,36.4471726,-83.5827777,Claiborne County,37825,New Tazewell,4.5,24
Lyric & Lavender,Children's clothing store,205 Sterchi Rd,36.429581,-83.6058503,Claiborne County,37825,New Tazewell,No reviews,
Holiday Tire,Tire shop,S Cumberland Dr,36.5953083,-83.6619727,Claiborne County,37724,Cumberland Gap,4.9,38
THE ROCK SHOP LLC,Landscaping supply store,3008 TN-63,36.5291366,-83.7349903,Claiborne County,37870,,5,34
Light Craft Signs Inc.,Sign shop,271 Bailey Dr,36.4348628,-83.6480519,Claiborne County,37825,,5,1
Cunningham Drug Co. Inc.,Pharmacy,201 N Broad St,36.443159,-83.5980288,Claiborne County,37825,New Tazewell,4.8,18
CELINA MARKET,Convenience store,641 Clay County Hwy,36.5569996,-85.5200806,Clay County,38551,,4.8,16
Goodys Market,Convenience store,13061 Burkesville Hwy,36.6179848,-85.4172662,Clay County,38551,,4.3,8
A Southern Marketplace,Market,2258 Henson Rd,36.56567,-85.7248077,Clay County,,,4.8,34
Overton Plaza Shopping Center,Business center,808 W Main St,36.3806182,-85.3333002,Overton County,38570,Livingston,4.4,152
Whitleyville Station,Meat processor,3255 Jennings Creek Hwy,36.445766,-85.6718357,Jackson County,38588,,4.9,26
MOSS ONE STOP,Gas station,7996 Clay County Hwy,36.5921481,-85.6231582,Clay County,38575,,4.3,132
Copeland's Rural Supply,Hardware store,408 Brown St,36.549328,-85.50566,Clay County,38551,Celina,4.6,30
Clay Powersports,Boat dealer,615 W Lake Ave,36.551509,-85.5113725,Clay County,38551,Celina,5,91
"Celina Lumber Company, Inc.",Building materials supplier,1223 Mitchell St,36.542122,-85.508008,Clay County,38551,Celina,4.6,142
Triple DDD Grocery,Grocery store,2307 Willow Grove Hwy,36.5072736,-85.310632,Overton County,38541,,3.9,72
Mitchell Creek Marina & Resort,Marina,1260 Livingston Boatdock Rd,36.514301,-85.384658,Clay County,38541,,4.3,221
Reggie Manufacturing,Manufacturer,1221 Cordell Hull Memorial Dr,36.577821,-85.178447,Pickett County,38549,,4.7,3
The Alabaster Box,Thrift store,17120 Clay County Hwy,36.5812047,-85.7783959,Clay County,37150,,5,6
Mallory Warehouse,Warehouse,1384 Farmville Rd B,35.1699526,-89.9524711,Shelby County,38122,Memphis,4.5,2
DG Market,Grocery store,500 Dow Ave,36.5510441,-85.5074085,Clay County,38551,Celina,No reviews,
Hermitage Springs Ace Hardware,Hardware store,17171 Clay County Hwy,36.5802475,-85.7783451,Clay County,,,4.5,86
Kentucky-Tennessee Clay Co,Mining company,5450 Old State Rte 22,36.2438319,-88.6436713,Weakley County,38229,Dresden,3.7,36
Safe Harbor Holly Creek,Marina,7855 Holly Creek Rd,36.5883053,-85.3991827,Clay County,38551,,4.3,244
Dollar General Market,Grocery store,118 Tom Davis Rd,36.3706764,-85.3426138,Overton County,38570,Livingston,4.4,536
Midwest Warehouse,Warehouse,5625 Challenge Dr,35.0391944,-89.8766807,Shelby County,38115,Memphis,2.3,318
Marathon - 4 Way Market,Gas station,5375 Bradford Hicks Dr,36.3956179,-85.324397,Overton County,38570,Livingston,3.8,18
