Name,Address,Latitude,Longitude,County,ZIP Code,City,Rating,Review_count,Website,Telephone
ChargePoint Charging Station,2825 Elm Hill Pike,36.148179,-86.6658004,Davidson County,37214,Nashville,No reviews,,https://na.chargepoint.com/charge_point?id=1:2051021&action=VIEW,(888) 758-4389
ChargePoint Charging Station,"Terminal Garage 1 140 BNA, Terminal Dr",36.133628,-86.666701,Davidson County,37214,Nashville,No reviews,,https://na.chargepoint.com/charge_point?id=1:5350401&action=VIEW,(888) 758-4389
ChargePoint Charging Station,26 Century Blvd,36.1503192,-86.6850935,Davidson County,37214,Nashville,No reviews,,https://na.chargepoint.com/charge_point?id=1:2041871&action=VIEW,(888) 758-4389
EOS LINX Charging Station,3437 Percy Priest Dr,36.1526144,-86.626949,Davidson County,37214,Nashville,No reviews,,https://www.eoslinx.com/,
ChargePoint Charging Station,,36.1305062,-86.6671705,Davidson County,37217,Nashville,No reviews,,https://na.chargepoint.com/charge_point?id=1:701341&action=VIEW,(888) 758-4389
Deaton Electric,1054 S Wrights Ln,36.3673249,-86.3827919,Sumner County,37066,N/A,4.9,50,,(615) 979-7722
Tesla Destination Charger,733 Briley Pkwy,36.1420023,-86.7013477,Davidson County,37214,Nashville,5,1,https://www.tesla.com/charging,
Blink Charging Station,1417 Murfreesboro Pike,36.1118102,-86.6920931,Davidson County,37013,Nashville,No reviews,,https://www.blinkcharging.com/,
Electrify America Charging Station,61 E Thompson Ln,36.1098151,-86.7272126,Davidson County,37211,Nashville,3.4,62,https://www.electrifyamerica.com/locate-charger/tn/nashville/61-east-thompson-lane/100208/?utm_source=google&utm_medium=organic&utm_campaign=gbp+listing,(833) 632-2778
Electric Vehicle Charging Station,307 Thompson Ln,36.1100328,-86.7441764,Davidson County,37211,Nashville,3.5,4,https://www.plugshare.com/location/1709,
Tesla Supercharger,731 Thompson Ln,36.105922,-86.763204,Davidson County,37204,Nashville,5,4,https://www.tesla.com/supercharger,
Tesla Supercharger,61 E Thompson Ln,36.1104911,-86.7238221,Davidson County,37210,Nashville,4.2,135,https://www.tesla.com/supercharger,(877) 798-3752
Blink Charging Station,391 Wallace Rd,36.0765219,-86.7221995,Davidson County,37211,Nashville,5,1,http://www.blinkcharging.com/,(855) 521-2244
ChargePoint Charging Station,4013 Armory Oaks Dr,36.1045889,-86.7610327,Davidson County,37204,Nashville,1,1,https://na.chargepoint.com/charge_point?id=1:95329&action=VIEW,(888) 758-4389
Blink Charging Station,,36.1120998,-86.7433819,Davidson County,37210,Nashville,No reviews,,http://www.blinkcharging.com/blink-map,
